NBI DATA - Western Washington,,,,,,,ADT parameter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"move to left, filter by < than",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHECK FILTERS IN THESE CELLS,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
0,0,,85425000,#N/A,47.72638889,-122.3663889,0,1,0,53,8.5425E+13,1,5,1,1140,0,1,33,63000,'RAVINE',,'8TH AVE NW','8th Ave NW S/O NW Elford',99.99,0.001,0,,,47433500,122215900,0,3,4,4,19,1950,2,0,1250,2017,0,9.8,0,0,0,0,0,0,0,4,N,0,0,A,5,0,2,1,0,0,7,0,9.5,11,55.2,1.1,1.1,7.4,10.1,99.99,N,0,N,0,0,7,7,7,N,N,1,49,1,29,7,4,N,5,N,8,31,1,58.2,521,24,N  ,N  ,N  ,,,,2903,581,5806,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,N,1540,2038,,N,53,G,7,557.52
0,0,,85430000,#N/A,46.16783333,-122.9963611,0,1,0,53,8.543E+13,1,5,1,6751,0,4,15,40245,'CUTOFF SLOUGH',,'46TH AVE','0.32 NE SR 4 (MP 56.75)',99.99,0.001,0,,,46100420,122594690,3,3,4,4,17,1955,2,0,2750,2018,2,6.7,0,0,0,0,0,0,0,4,0,0,0,A,1,5,2,1,0,0,3,0,7.9,6.7,19.8,0.6,0.6,7.9,9.4,99.99,N,0,N,0,0,7,7,7,7,N,1,47.2,1,28.1,7,3,N,5,8,8,31,1,22.9,221,24,N  ,N  ,N  ,,,,1140,228,2280,2014,,,               ,0,N,2,,0,0,0,1,0,0,0,8,0,,Y,8,3700,2038,,N,53,G,7,186.12
0,0,,85432000,#N/A,48.77280556,-122.4944444,0,1,0,53,8.5432E+13,1,5,1,90306,0,1,73,5280,'SQUALLICUM WY CRK CMSTP&',,'NORTHWEST AVENUE','1.5 NW. CITY HALL',99.99,2.768,1,820000700i,0,48462210,122294000,2,3,4,4,14,1971,2,2,10700,2021,4,13.4,0,6,1,0,0,0,0,4,N,0,0,A,5,4,2,1,0,0,5,0,16.6,24.4,100.3,1.5,1.5,13.4,17,99.99,H,6.86,H,6.2,0,7,6,7,N,N,6,66.7,6,39.9,6,6,9,5,N,8,38,1,100.3,421,24,N  ,N  ,N  ,,,,3027,605,6054,2014,,,               ,0,N,2,,1,0,0,1,3,0,7,5,0,,Y,N,15000,2043,,N,53,F,6,1705.1
0,0,,85433000,#N/A,48.76519444,-122.5015833,0,1,0,53,8.5433E+13,1,5,1,86801,0,1,73,5280,'SQUALLICUM CREEK',,'SQUALLICUM WAY','BOX CUL 1 SQUALL WY',99.99,0.001,0,,,48455470,122300570,3,3,4,4,16,1970,2,0,4200,2021,5,12.8,0,47,0,0,0,0,0,5,0,0,0,A,5,5,2,19,0,0,3,0,12.8,2.7,8.5,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,5,6,67.7,6,40.5,5,N,N,5,8,8,38,1,8.5,521,24,N  ,N  ,N  ,,,,246,49,493,2014,,,               ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,4,6100,2043,,N,53,F,5,108.8
0,0,,85434000,#N/A,48.76577778,-122.5001944,0,1,0,53,8.5434E+13,1,5,1,86801,0,1,73,5280,'SQUALLICUM CREEK',,'SQUALLICUM WAY','BOX CUL 2 SQUALL WY',99.99,0.001,0,,,48455680,122300070,3,3,4,4,16,1970,2,0,4200,2021,5,13.4,0,45,0,0,0,0,0,4,0,0,0,A,5,5,2,19,0,0,3,0,13.4,2.4,8.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,6,67.7,6,40.5,6,N,N,5,6,8,38,1,8.2,521,24,N  ,N  ,N  ,,,,248,50,497,2014,,,               ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,8,6100,2043,,N,53,F,6,109.88
0,0,,85435000,#N/A,48.77255556,-122.4952778,0,1,0,53,8.5435E+13,1,5,1,86801,0,1,73,5280,'SQUALLICUM CREEK',,'SQUALLICUM WAY','BOX CUL 3 SQUALL WY',8.53,0.001,0,,,48462120,122294300,3,3,4,4,16,1970,2,0,4200,2021,5,13.4,0,99,0,0,0,0,0,5,0,0,0,A,5,5,2,19,0,0,3,0,13.4,1.8,128.3,0,0,0,0,8.53,N,0,N,0,0,N,N,N,7,6,6,67.7,6,40.5,6,N,N,5,8,8,38,1,128.3,521,24,N  ,N  ,N  ,,,,3873,775,7746,2014,,,               ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,8,6100,2043,,N,53,F,6,1719.22
0,0,,85436000,#N/A,47.46468611,-122.2438639,0,1,0,53,8.5436E+13,1,5,1,1288,0,1,33,72625,'UPRR & BNRR',,'GRADY WAY','0.1 MI E OF INTERURBAN',99.99,2.012,1,,0,47275287,122143791,2,3,4,4,14,1986,4,4,26000,2021,6,18.9,2,0,0,1,0,0,0,4,N,0,0,A,5,4,6,2,0,0,11,0,7.3,36.6,367.3,2.4,0,15.2,18.7,99.99,H,7.06,H,0.9,0,7,6,7,N,N,6,67.4,6,24.9,6,3,2,5,N,8,31,1,370.3,421,24,N  ,N  ,N  ,,,,30132,6026,60264,2014,,,               ,0,N,2,,1,0,0,1,1,0,1,7,0,,Y,N,28000,2041,,N,53,F,6,6868.51
0,0,,85443000,#N/A,47.45561111,-122.2275,0,1,0,53,8.5443E+13,1,5,1,1070,0,1,33,57745,'SPRINGBROOK CREEK',,'SW 27TH STREET','0.2 MI WEST LIND AVE SW',99.99,0.001,0,,,47272020,122133900,3,3,4,4,16,2000,4,0,1300,2019,5,13.4,0,10,0,0,0,0,0,4,0,0,0,A,5,5,1,7,0,0,1,0,16.8,9.1,9.4,2,0.2,13.4,27.9,99.99,N,0,N,0,0,6,6,7,8,N,3,46.3,3,35.4,6,2,N,5,8,8,31,1,12.5,621,24,N  ,N  ,N  ,,,,1017,203,2034,2014,,,               ,0,N,2,,0,0,0,2,6,0,0,32,0,,Y,5,1600,2039,,N,53,F,6,262.26
0,0,,85444000,#N/A,47.45608333,-122.2461667,0,1,0,53,8.5444E+13,1,5,1,1276,0,1,33,72625,'GREEN RIVER',,'STRANDER BLVD','0.1 MI W OF SR-181',99.99,0.001,0,,,47272190,122144620,3,3,4,4,16,1973,4,0,18900,2018,5,19.8,2,20,0,1,0,0,0,4,0,0,0,B,5,5,6,2,0,0,3,0,18.2,31.1,62.8,1.6,0.2,18.2,20.2,99.99,N,0,N,0,0,6,7,7,6,N,6,39.5,6,23.7,5,5,N,4,8,6,31,1,65.8,421,24,N  ,N  ,N  ,,,,5357,1071,10714,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,6,0,,Y,U,22000,2038,,N,53,F,6,1268.56
0,0,,85445000,#N/A,47.24957222,-122.4348806,0,1,0,53,8.5445E+13,1,5,1,1280,0,3,53,70000,'DOCK STREET',,'15TH STREET','2.0 NO JCT I-5',4.67,0.001,0,,,47145846,122260557,3,3,4,4,17,1986,2,2,2631,2020,5,11,0,0,0,0,0,0,0,4,N,0,0,A,5,4,2,6,0,0,5,0,10.4,21.3,128,3,0,10.4,14.5,4.67,H,4.88,H,3.7,0,7,7,7,N,N,1,78,1,46.3,7,5,7,5,N,8,36,1,128,720,24,N  ,N  ,N  ,,,,3192,638,6384,2014,,,               ,0,N,2,,0,0,0,1,1,0,1,0,0,,Y,N,4065,2042,,N,53,G,7,1856
0,0,,85446000,#N/A,47.2775,-122.4888889,0,1,0,53,8.5446E+13,1,5,1,2979,0,3,53,70000,'PUGET GULCH N32 TO N 33S',,'NORTH PROCTOR','3.5 NW JCT I-5',99.99,0.001,0,,,47163900,122292000,2,3,4,4,17,1927,2,0,8088,2017,5,14.6,0,0,0,0,0,0,0,5,N,0,0,A,5,0,1,11,0,0,3,0,14,51.8,121,2,2,14,18.6,99.99,N,0,N,0,0,6,6,6,N,N,3,55.3,3,32.7,6,9,N,5,N,8,38,1,121,520,24,N  ,N  ,N  ,,,,3970,794,7940,2014,,,               ,0,N,2,,0,0,2006,1,6,2,0,5,0,,Y,N,14558,2039,,N,53,F,6,2250.6
0,0,,85449000,#N/A,45.62231667,-122.6240333,0,1,0,53,8.5449E+13,1,5,1,4236,0,4,11,74060,'BLANDFORD DRIVE',,'EVERGREEN BLVD.','0.0 E BLANDFORD DR',99.99,0.001,0,,,45372034,122372652,6,3,4,4,16,1969,2,2,3785,2019,5,9.8,0,3,0,0,0,0,0,4,N,0,0,A,5,1,3,3,0,0,1,0,10,24.4,25,1.2,0,8.5,10.6,99.99,H,4.95,H,8.1,0,7,7,7,N,N,3,72.6,3,43.5,7,4,7,5,N,8,31,1,28,321,24,N  ,N  ,N  ,,,,1398,280,2797,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,5,0,,Y,N,5000,2038,,N,53,G,7,265
1,1,,85452000,#N/A,47.01563889,-122.9048611,0,1,0,53,8.5452E+13,1,5,1,25,0,3,67,0,'DESCHUTES RIVER',,'BOSTON STREET','00.10 S. CUSTER WAY',99.99,0.048,0,,,47005630,122541750,2,3,4,4,16,1915,2,0,7400,2018,2,5.5,0,0,0,1,0,0,0,1,0,0,0,A,5,5,2,0,0,0,4,0,5.5,22.9,57.9,1.5,1.5,5.5,9.1,99.99,N,0,N,0,0,N,5,5,7,N,1,67.1,1,39.9,5,2,N,5,8,3,34,1,57.9,921,24,N  ,N  ,N  ,,,,760,152,1520,2014,,,               ,0,N,2,,0,0,0,N,1,0,1,5,0,,Y,5,6200,2038,,N,53,F,5,526.89
1,1,,85453000,#N/A,47.01369444,-122.9035833,0,1,0,53,8.5453E+13,1,5,1,5,0,3,67,72905,'DESCHUTES R. & OWRR&N R.',,'CAPITOL BOULEVARD','00.23 N. E STREET',99.99,6.276,1,760000550i,0,47004930,122541290,3,3,4,4,14,1936,4,0,14881,2018,2,14.6,0,0,0,0,0,0,0,1,0,0,0,P,5,7,2,4,0,0,18,0,14.6,30.5,287.4,1.4,1.4,14.6,18.6,99.99,R,6.71,R,2.6,0,5,5,5,6,N,1,32.7,1,20,5,2,4,2,8,8,34,1,287.4,921,24,N  ,N  ,N  ,,,,9430,1886,18860,2014,,,               ,0,N,2,,1,0,0,1,1,0,0,5,0,,Y,5,26875,2038,,N,53,F,5,5345.64
0,0,,85455000,#N/A,47.70777778,-121.3631944,0,1,0,53,8.5455E+13,1,5,1,1175,0,1,33,64855,'MALONEY CREEK',,'OLD CASCADE HWY','0.5 MI S OF SR-2',99.99,0.001,0,,,47422800,121214750,159,3,4,4,8,1982,2,0,450,2020,4,8.5,0,24,0,1,0,0,0,4,0,0,0,A,1,5,5,4,0,0,1,0,10.4,15.8,16.5,0,0,10.4,11,99.99,N,0,N,0,0,6,6,6,7,N,1,59.9,1,35.4,6,6,N,5,8,6,31,1,19.5,820,24,N  ,N  ,N  ,,,,973,195,1946,2014,,,               ,0,N,2,,0,0,0,9,6,0,0,5,0,,Y,7,530,2040,,N,53,F,6,181.5
0,0,,85456000,#N/A,47.70832222,-122.3770083,0,1,0,53,8.5456E+13,1,5,1,1140,0,1,33,63000,'TRAIL - MARY AVE NW',,'NW WOODBINE WAY','1500 NW WOODBINE WAY',99.99,0.001,0,,,47422996,122223723,3,3,4,4,19,1928,2,0,1000,2020,0,5.5,0,45,0,0,0,0,0,5,N,0,0,A,1,3,1,19,0,0,1,0,5.5,6.4,6.4,0,0,5.5,5.9,99.99,N,0,N,0,0,N,N,N,N,7,3,51.7,3,30.8,7,2,N,5,N,8,31,1,9.4,420,24,N  ,N  ,N  ,,,,471,94,942,2014,,,               ,0,N,2,,0,0,0,N,0,0,0,5,0,,Y,N,1200,2040,,N,53,G,7,37.76
0,0,,85457000,#N/A,47.29738889,-122.5130444,0,1,0,53,8.5457E+13,1,5,1,1130,0,3,53,60510,'BNSF RAILROAD',,'N WINNIFRED ST','51. N WINNIFRED ST',99.99,0.001,0,,,47175060,122304696,0,3,4,4,19,1942,2,0,1000,2021,2,9.1,0,0,0,0,0,0,0,1,N,0,0,A,1,2,2,5,0,0,5,0,9,22.9,65.5,0,0,9.1,9.8,99.99,R,22.48,R,3,0,7,6,7,N,N,8,41.8,8,24.9,6,6,4,5,N,8,31,1,68.6,421,24,N  ,N  ,N  ,,,,3420,684,6840,2014,,,               ,0,N,2,,0,0,2003,1,1,0,0,5,0,,Y,N,1650,2043,,N,53,F,6,641.9
0,0,,85460000,#N/A,47.62414167,-122.1536528,1,1,0,53,8.546E+13,1,5,1,756,0,1,33,5210,'KELSEY CREEK',,'140TH AVE NE','140 NE & BELL-RED RD',99.99,0.001,0,,,47372691,122091315,3,3,4,4,16,1972,5,0,15696,2016,6,17.1,0,7,0,1,1,1,1,4,0,0,0,A,5,5,5,1,0,0,1,0,21.9,10.7,11.3,2.4,2.4,17.1,23,99.99,N,0,N,0,0,8,8,7,7,N,6,43.1,6,25.9,6,2,N,5,7,8,31,1,14.3,520,24,N  ,N  ,N  ,,,,1391,278,2782,2014,,,               ,0,N,2,,0,0,0,9,6,0,0,3,0,,Y,8,18100,2038,,N,53,G,7,259.9
0,0,,85466000,#N/A,47.53536111,-122.0364167,1,1,0,53,8.5466E+13,1,5,1,590,0,1,33,33805,'E.FK.ISSAQUAH CK.',,'FRONT ST N.','0.3 MI S OF I-90',99.99,0.001,1,420002600I,0,47320730,122021110,2,3,4,4,14,1970,2,0,30000,2017,5,13.4,0,0,0,0,N,N,N,4,0,0,0,A,5,5,1,1,0,0,1,0,14.6,12.2,12.5,1.5,1.5,13.4,16.9,99.99,N,0,N,0,0,6,7,7,8,N,8,35.6,8,27.5,6,6,N,5,7,8,31,1,15.5,921,24,N  ,N  ,N  ,,,,775,155,1550,2014,,,               ,0,N,2,,1,0,0,1,1,0,0,6,0,,Y,5,34000,2038,,N,53,F,6,211.25
0,0,,85470000,#N/A,46.5,-122.94,0,1,0,53,8.547E+13,1,5,1,1455,0,4,41,79275,'OLEQUA CREEK',,'WALNUT STREET','0.02 W SR 603',99.99,0.001,0,,,46300000,122562400,2,3,4,4,9,1973,2,0,1555,2015,5,8.5,0,0,0,0,0,0,0,4,0,0,0,A,5,5,2,1,0,0,3,0,8.1,11.9,29.3,0.2,1.2,6.7,8.5,99.99,N,0,N,0,0,6,7,6,8,N,1,50.8,1,29.9,6,3,N,5,8,8,38,1,29.3,221,24,N  ,N  ,N  ,,,,576,115,1152,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,7,2893,2036,,N,53,F,6,249.05
0,0,,85472000,#N/A,47.62004722,-122.1767222,0,1,0,53,8.5472E+13,1,5,1,75,0,1,33,5210,'PARKING LOT',,'NE 12TH ST','NE 12TH & 124TH NE',99.99,2.173,1,420007750i,0,47371217,122103620,2,3,4,4,14,1971,5,0,20409,2018,6,18.3,0,9,0,1,N,N,N,4,N,0,0,A,5,0,6,2,0,0,6,0,21.4,16.5,86,1.7,1.7,18,21.9,99.99,N,0,N,0,0,6,7,7,N,N,6,36,6,21.7,5,2,N,5,N,8,31,1,89,520,24,N  ,N  ,N  ,,,,8643,1729,17286,2014,,,               ,0,N,2,,1,0,0,1,1,0,8,3,0,,Y,N,27500,2038,,N,53,F,6,1883.4
1,0,,85473000,#N/A,47.62211111,-122.1826389,0,1,0,53,8.5473E+13,1,5,1,75,0,1,33,5210,'BNRR',,'NE 12TH ST','NE 12TH& 118TH NE',99.99,2.317,1,420007750i,0,47371960,122105750,2,3,4,4,14,1970,4,0,17643,2018,6,14.6,0,29,0,1,0,1,1,4,N,0,0,A,5,2,4,2,0,0,3,0,16.5,32.6,70.7,0.9,0.9,14.6,17.1,99.99,R,7.85,R,8.7,0,5,7,7,N,N,6,48,6,28.8,7,2,9,5,N,8,31,1,73.8,520,24,N  ,N  ,N  ,,,,6002,1200,12003,2014,,,               ,0,N,2,,1,0,0,1,5,0,0,3,0,,Y,N,22000,2038,,N,53,F,5,1208.97
1,0,,85475000,#N/A,46.49805556,-122.9457222,0,1,0,53,8.5475E+13,1,4,1,14550,0,4,41,79275,'KING CREEK',,'TENNESSEE ROAD','0.5 NW WINLOCK',99.99,0.001,0,,,46295300,122564460,3,3,4,4,9,1970,2,0,302,2015,2,8.5,0,0,0,0,0,0,0,4,0,0,0,R,1,5,2,1,0,0,3,0,9.7,15.2,39.6,0.2,0.9,8.5,10.3,99.99,N,0,N,0,0,6,7,7,7,N,1,40.8,1,24.5,6,6,N,5,8,8,38,1,39.6,221,24,N  ,N  ,N  ,,,,780,156,1560,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,6,0,,Y,5,562,2036,,N,53,F,6,407.88
0,0,,85477000,#N/A,47.54211111,-122.0441944,0,1,0,53,8.5477E+13,1,5,1,590,0,1,33,33805,'ISSAQUAH CK.',,'N.W.GILMAN BLVD.','0.5 MI S OF I-90',99.99,0.001,0,,,47323160,122023910,5,3,4,4,16,1940,4,0,23500,2018,2,18.9,0,30,0,0,0,0,0,5,0,0,0,R,5,5,1,2,2,4,1,2,15.8,19.8,32,1.2,1.2,15.8,19,99.99,N,0,N,0,0,7,6,7,6,N,8,31.8,8,22.7,5,4,N,5,8,8,31,1,45.7,1020,24,N  ,N  ,N  ,,,,3000,1500,4500,2014,,,               ,0,N,2,,0,0,0,1,6,0,0,5,0,,Y,7,32000,2038,,N,53,F,6,608
0,0,,85480000,#N/A,47.70555556,-122.3125,0,1,0,53,8.548E+13,1,5,1,1140,0,1,33,63000,'THORNTON CR  RAVINE',,'15TH AVE NE','10411 15th Ave NE',99.99,0.001,0,,,47422000,122184500,3,3,4,4,16,1949,2,0,9189,2020,A,7.3,0,0,0,1,0,0,0,4,0,0,0,A,5,5,6,5,0,0,6,0,9.4,32.3,153,1.1,1.1,7.3,9.8,99.99,N,0,N,0,0,7,7,7,8,N,8,86.5,8,52.8,7,2,N,5,8,8,35,1,153,621,24,N  ,N  ,N  ,,,,2610,522,5221,2014,,,               ,0,N,2,,0,0,2010,1,6,0,0,5,0,,Y,9,11210,2043,,N,53,G,7,1499.4
1,0,,85493000,#N/A,47.19024167,-122.32455,0,1,0,53,8.5493E+13,1,5,1,96480,0,3,53,56695,'CLARKS CREEK',,'PIONEER AVENUE SW','0.15 E FRUITLAND',99.99,3.283,1,620004010i,0,47112487,122192838,2,3,4,4,14,1980,2,0,13160,2017,5,13.4,0,0,0,0,0,0,0,4,0,0,0,P,5,5,5,2,0,0,1,0,16.5,24.4,25,1.5,1.5,13.4,17.1,99.99,N,0,N,0,0,7,6,7,6,N,1,31.7,1,16.3,4,6,N,3,6,8,38,1,25,721,24,N  ,N  ,N  ,,,,754,151,1509,2014,,,               ,0,N,2,,1,0,0,9,6,0,0,5,0,,Y,5,34910,2039,,N,53,F,6,427.5
0,0,,85494000,#N/A,47.27475,-122.2080833,0,1,0,53,8.5494E+13,1,5,1,55,0,1,33,3180,'STUCK RIVER',,'R ST SE','1.4 MI S OF SR-18',99.99,0.001,0,,,47162910,122122910,6,3,4,4,16,1967,2,0,19500,2020,0,7.9,0,0,0,0,0,1,1,5,0,0,0,A,5,5,2,5,0,0,3,0,7.9,30.5,76.2,1.5,1.5,7.9,10.8,99.99,N,0,N,0,0,6,5,5,5,N,8,36,8,24,5,3,N,5,8,8,31,1,79.2,1020,24,N  ,N  ,N  ,,,,3952,790,7904,2014,,,               ,0,N,2,,0,0,0,1,5,0,0,35,0,,Y,3,24500,2040,,N,53,F,5,822.96
0,0,,85496000,#N/A,47.96613889,-122.1982278,0,1,0,53,8.5496E+13,1,5,1,420,0,1,61,22640,'ABANDONED RAILROAD GRADE',,'SMITH ST I-5 INTR','39 ST @ SMITH',99.99,0.001,0,,,47575810,122115362,2,3,4,4,17,1974,2,0,4000,2016,5,14,0,45,0,1,0,1,0,5,N,0,0,A,5,0,5,2,0,0,1,0,14.1,30.5,32.9,0,4.4,14.1,19.2,99.99,N,0,N,0,0,5,7,6,N,N,6,43.1,6,25.9,6,9,N,5,N,8,36,1,32.9,1020,24,N  ,N  ,N  ,,,,1037,207,2074,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,N,7500,2038,,N,53,F,5,631.68
0,0,,85500000,#N/A,48.845,-122.59,0,1,0,53,8.55E+13,1,5,1,445,0,1,73,23620,'NOOKSACK RIVER',,'MAIN STREET','AT FRONT ST',99.99,0.001,0,,,48504200,122352400,5,3,4,4,7,1950,2,0,21350,2017,3,9.8,0,0,0,1,0,0,0,4,0,0,0,B,5,5,4,3,1,4,2,6,10.4,33.5,130.8,1.5,1.5,10.4,15.1,99.99,N,0,N,0,0,6,6,7,8,N,6,35,6,20.7,5,4,N,5,8,8,38,1,130.8,421,24,Y24,Y60,N  ,421,917,,2917,583,5834,2014,,,               ,0,N,2,,0,0,2004,1,3,0,0,7,0,,Y,3,21400,2040,,N,53,F,6,1975.08
0,0,,85506000,#N/A,46.1425,-122.9520278,0,1,0,53,8.5506E+13,1,5,1,65,0,4,15,40245,'LAKE SACAJAWEA',,'LOUISIANA ST','LOUISIANA ST. & LAKE SAC.',99.99,0.001,0,,,46083300,122570730,2,3,4,4,17,1967,2,0,8100,2021,5,11,0,0,0,0,0,0,0,4,0,0,0,A,5,5,5,2,0,0,1,0,11,24.4,24.4,1.5,1.5,11,14.8,99.99,N,0,N,0,0,8,8,8,8,N,3,61.7,3,36.3,8,4,N,5,8,8,36,1,24.4,221,24,N  ,N  ,N  ,,,,608,122,1216,2014,,,               ,0,N,2,,0,0,0,1,0,0,0,5,0,,Y,9,10900,2041,,N,53,G,8,361.12
0,0,,85507000,#N/A,48.75422222,-122.4649389,0,1,0,53,8.5507E+13,1,5,1,30303,0,1,73,5280,'WHATCOM CREEK',,'JAMES STREET','0.06 N JCT MEADOR AVE',99.99,0.001,0,,,48451520,122275378,2,3,4,4,17,1936,2,0,7000,2021,2,11.6,0,0,0,0,0,0,0,5,0,0,0,A,5,5,1,22,0,0,3,0,9.1,5.8,17.1,0,1.1,7.3,9.1,99.99,N,0,N,0,0,5,5,3,7,N,6,37.9,6,22.7,3,2,N,5,6,6,31,1,20.1,521,24,N  ,N  ,N  ,,,,1003,201,2006,2014,,,               ,0,N,2,,0,0,1962,9,6,0,0,5,0,,Y,5,8400,2043,,N,53,P,3,155.61
0,0,,85516000,#N/A,46.67375,-122.9715278,0,1,0,53,8.5516E+13,1,5,1,500,0,4,41,11475,'BN RR & N NATL AVE',,'CHAMBER WAY','0.1 E OF INTERSTATE 5',99.99,1.448,1,500000720i,0,46402550,122581750,24,3,4,4,14,1952,2,2,12462,2016,0,12.8,0,30,1,0,0,0,0,5,N,0,0,P,5,4,3,3,1,4,1,6,8.5,36.3,114.6,0.9,0.9,8.5,11,99.99,H,4.27,H,0.6,0.6,4,5,5,N,N,3,17.2,3,12.7,3,4,3,1,N,3,34,1,114.6,920,24,Y24,N  ,N  ,920,,,3309,662,6618,2014,,,               ,0,N,2,,1,0,0,1,1,0,0,5,0,,Y,N,15509,2042,,N,53,P,4,1260.6
0,0,,85521000,#N/A,47.45895278,-122.2235833,0,1,0,53,8.5521E+13,1,5,1,1070,0,1,33,57745,'P9 CHANNEL/PANTHER CREEK',,'LIND AVE SW','0.6 MI S OF I-405',99.99,0.001,0,,,47273223,122132490,3,3,4,4,16,1981,4,0,8345,2019,0,13.4,0,0,0,N,N,N,N,4,0,0,0,A,5,5,3,19,0,0,2,0,15.8,4.3,9.8,1.7,0.2,0,0,99.99,N,0,N,0,0,N,N,N,8,6,1,89.8,1,89.8,6,N,N,5,8,8,31,1,12.8,621,24,N  ,N  ,N  ,,,,1042,208,2083,2014,,,               ,0,N,2,,0,0,0,N,N,N,N,13,0,,Y,5,12200,2039,,N,53,F,6,131.32
0,0,,85522000,#N/A,48.75302778,-122.484,0,1,0,53,8.5522E+13,1,5,1,86601,0,1,73,5280,'WHATCOM CREEK',,'HOLLY STREET','.3 W OF CITY HALL',99.99,1.287,1,820000510i,0,48451090,122290240,2,3,4,4,14,1922,2,0,8700,2021,2,15.2,0,0,0,0,0,0,0,5,0,0,0,P,5,5,1,4,0,0,1,0,24.1,9.1,9.8,4.3,4.4,15.3,24.6,99.99,N,0,N,0,0,6,5,5,6,N,1,24.5,1,14.5,2,9,N,3,8,8,31,1,12.8,421,24,N  ,Y60,N  ,,617,,638,128,1277,2014,,,               ,0,N,2,,1,0,0,1,6,0,0,5,0,,Y,8,12000,2043,,N,53,F,5,241.08
0,0,,85526000,#N/A,48.75048056,-122.482175,0,1,0,53,8.5526E+13,1,5,1,86403,0,1,73,5280,'BURLINGTON NORTHERN',,'CHESTNUT ST-BAY ST','AT JCT W CHESTNUT/BAY ST',99.99,1.11,1,820000490i,0,48450173,122285583,2,3,4,4,14,1930,2,0,6000,2021,4,10.4,0,99,1,0,0,0,0,5,N,0,0,A,5,2,6,2,2,1,7,14,13,11,91.4,2.4,0,10.4,13.5,99.99,R,6.43,R,3.1,0,7,5,5,N,N,6,36.6,6,22,5,4,4,5,N,8,36,1,91.4,421,24,N  ,N  ,N  ,,,,2160,432,4320,2014,,,               ,0,N,2,,1,0,1988,1,5,0,0,5,0,,Y,N,9800,2043,,N,53,F,5,1233.9
0,0,,85527000,#N/A,48.755,-122.481,0,1,0,53,8.5527E+13,1,5,1,90305,0,1,73,5280,'WHATCOM CREEK',,'DUPONT PROSPECT ST','AT POST OFFICE',99.99,0.467,1,820000700i,0,48451800,122285160,2,3,4,4,14,1920,3,0,8700,2021,9,13.4,0,20,1,0,0,0,0,3,0,0,0,A,5,5,1,7,0,0,1,0,14,20.7,20.7,1.5,1.7,11,15.6,99.99,N,0,N,0,0,6,6,7,8,N,6,77.4,6,46.3,6,2,N,5,7,6,35,1,20.7,421,24,N  ,N  ,N  ,,,,626,125,1251,2014,,,               ,0,N,2,,1,0,2002,1,1,0,1,5,0,,Y,8,12000,2043,,N,53,F,6,322.92
0,0,,85529000,#N/A,48.74733611,-122.4827833,0,1,0,53,8.5529E+13,1,5,1,32102,0,1,73,5280,'BURLINGTON NORTHERN',,'CORNWALL AVENUE','0.06 NE JCT W LAUREL ST',99.99,0.001,0,,,48445041,122285802,2,3,4,4,16,1964,2,0,3100,2021,5,15.2,0,54,0,0,0,0,0,5,N,0,0,A,5,0,2,1,0,0,3,0,11,12.2,34.4,0.6,1.5,8.5,11.3,99.99,N,0,N,0,0,5,5,6,N,N,6,46,6,27.5,5,4,N,5,N,6,31,1,37.5,421,24,N  ,N  ,N  ,,,,1870,374,3739,2014,,,               ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,N,4000,2043,,N,53,F,5,388.72
0,0,,85530000,#N/A,48.75378889,-122.4751056,0,1,0,53,8.553E+13,1,5,1,32302,0,1,73,5280,'WHATCOM CREEK',,'CORNWALL AVENUE','0.07 N JCT FLORA/YORK',99.99,0.001,0,,,48451364,122283038,2,3,4,4,16,1968,2,0,8000,2021,4,15.2,0,1,0,0,0,0,0,5,0,0,0,A,5,5,2,19,0,0,3,0,23.2,3.7,10.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,6,6,96.9,6,96.9,6,N,N,5,7,8,38,1,10.7,521,24,N  ,N  ,N  ,,,,364,73,728,2014,,,               ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,8,14100,2043,,N,53,F,6,162.64
